step,wraith_count,serpent_count,ritual_counter
5179,59211,94,10
5180,59228,94,10
5181,59245,94,10
5182,59264,94,10
5183,59283,94,10
5184,59297,94,10
5185,59316,94,10
5186,59324,94,10
5187,59342,94,10
5188,59361,94,10
5189,59379,94,10
5190,59401,94,10
5191,59416,94,10
5192,59428,94,10
5193,59443,94,10
5194,59455,94,10
5195,59470,94,10
5196,59482,94,10
5197,59495,94,10
5198,59509,94,10
5199,59529,94,10
5200,59544,94,10
5201,59557,94,10
5202,59566,94,10
5203,59576,94,10
5204,59586,94,10
5205,59598,94,10
5206,59610,94,10
5207,59624,94,10
5208,59637,94,10
5209,59655,94,10
5210,59667,94,10
5211,59681,94,10
5212,59697,94,10
5213,59705,94,10
5214,59722,94,10
5215,59735,94,10
5216,59750,94,10
5217,59766,94,10
5218,59788,94,10
5219,59803,94,10
5220,59818,94,10
5221,59832,94,10
5222,59857,95,10
5223,59872,95,10
5224,59888,95,10
5225,59904,95,10
5226,59921,95,10
5227,59935,95,10
5228,59950,95,10
5229,59957,95,10
5230,59981,95,10
5231,60002,95,10
5232,60018,95,10
5233,60035,95,10
5234,60048,95,10
5235,60059,95,10
5236,60073,95,10
5237,60087,95,10
5238,60107,95,10
5239,60123,95,10
5240,60136,95,10
5241,60152,95,10
5242,60167,95,10
5243,60183,95,10
5244,60198,95,10
5245,60212,95,10
5246,60226,95,10
5247,60248,95,10
5248,60267,95,10
5249,60278,95,10
5250,60285,95,10
5251,60302,95,10
5252,60323,95,10
5253,60336,95,10
5254,60348,95,10
5255,60362,95,10
5256,60373,95,10
5257,60389,95,10
5258,60408,95,10
5259,60428,95,10
5260,60440,95,10
5261,60450,95,10
5262,60467,95,10
5263,60481,95,10
5264,60507,95,10
5265,60522,95,10
5266,60542,95,10
5267,60552,95,10
5268,60562,95,10
5269,60578,95,10
5270,60592,95,10
5271,60611,95,10
5272,60625,95,10
5273,60637,95,10
5274,60649,95,10
5275,60660,95,10
5276,60678,95,10
5277,60686,95,10
5278,60697,95,10
5279,60709,95,10
5280,60728,95,10
5281,60734,95,10
5282,60749,95,10
5283,60763,95,10
5284,60774,95,10
5285,60789,95,10
5286,60811,95,10
5287,60827,95,10
5288,60840,95,10
5289,60849,95,10
5290,60869,95,10
5291,60881,95,10
5292,60899,95,10
5293,60913,95,10
5294,60925,95,10
5295,60934,95,10
5296,60947,95,10
5297,60968,95,10
5298,60984,95,10
5299,61003,95,10
5300,61020,95,10
5301,61034,95,10
5302,61051,95,10
5303,61060,95,10
5304,61075,95,10
5305,61084,95,10
5306,61095,95,10
5307,61107,95,10
5308,61119,95,10
5309,61137,95,10
5310,61151,95,10
5311,61167,95,10
5312,61179,95,10
5313,61193,95,10
5314,61209,95,10
5315,61221,95,10
5316,61233,95,10
5317,61246,95,10
5318,61256,95,10
5319,61266,95,10
5320,61278,95,10
5321,61293,95,10
5322,61302,95,10
5323,61311,95,10
5324,61323,95,10
5325,61337,95,10
5326,61348,95,10
5327,61362,95,10
5328,61382,95,10
5329,61395,95,10
5330,61412,95,10
5331,61418,95,10
5332,61429,95,10
5333,61445,95,10
5334,61459,95,10
5335,61472,95,10
5336,61489,95,10
5337,61504,95,10
5338,61517,95,10
5339,61531,95,10
5340,61544,95,10
5341,61558,95,10
5342,61577,95,10
5343,61591,95,10
5344,61603,95,10
5345,61613,95,10
5346,61624,95,10
5347,61640,95,10
5348,61662,95,10
5349,61687,95,10
5350,61701,95,10
5351,61710,95,10
5352,61723,95,10
5353,61746,95,10
5354,61762,95,10
5355,61772,95,10
5356,61783,95,10
5357,61801,95,10
5358,61818,95,10
5359,61840,95,10
5360,61854,95,10
5361,61872,95,10
5362,61889,95,10
5363,61894,95,10
5364,61913,95,10
5365,61930,95,10
5366,61947,95,10
5367,61964,95,10
5368,61975,95,10
5369,61986,95,10
5370,62000,95,10
5371,62021,95,10
5372,62035,95,10
5373,62050,95,10
5374,62061,95,10
5375,62074,95,10
5376,62087,95,10
5377,62104,95,10
5378,62114,95,10
5379,62128,95,10
5380,62143,95,10
5381,62159,95,10
5382,62177,95,10
5383,62189,95,10
5384,62201,95,10
5385,62219,95,10
5386,62237,95,10
5387,62249,95,10
5388,62261,95,10
5389,62278,95,10
5390,62290,95,10
5391,62305,95,10
5392,62318,95,10
5393,62333,95,10
5394,62345,95,10
5395,62363,95,10
5396,62378,95,10
5397,62390,95,10
5398,62399,95,10
5399,62414,95,10
5400,62429,95,10
5401,62441,95,10
5402,62455,95,10
5403,62473,95,10
5404,62489,95,10
5405,62499,95,10
5406,62513,95,10
5407,62532,95,10
5408,62549,95,10
5409,62567,95,10
5410,62587,95,10
5411,62605,95,10
5412,62617,95,10
5413,62628,95,10
5414,62646,96,10
5415,62661,96,10
5416,62676,96,10
5417,62689,96,10
5418,62698,96,10
5419,62729,96,10
5420,62743,96,10
5421,62761,96,10
5422,62772,96,10
5423,62798,96,10
5424,62814,96,10
5425,62831,96,10
5426,62843,97,10
5427,62865,97,10
5428,62882,97,10
5429,62898,97,10
5430,62908,97,10
5431,62923,97,10
5432,62937,97,10
5433,62952,97,10
5434,62969,97,10
5435,62982,97,10
5436,62998,97,10
5437,63019,97,10
5438,63035,97,10
5439,63052,98,10
5440,63073,98,10
5441,63086,98,10
5442,63103,98,10
5443,63112,98,10
5444,63131,98,10
5445,63149,98,10
5446,63162,98,10
5447,63181,98,10
5448,63198,98,10
5449,63217,98,10
5450,63231,99,10
5451,63246,99,10
5452,63266,99,10
5453,63282,99,10
5454,63300,99,10
5455,63317,99,10
5456,63333,99,10
5457,63350,99,10
5458,63366,99,10
5459,63374,99,10
5460,63390,99,10
5461,63404,99,10
5462,63419,99,10
5463,63434,99,10
5464,63453,100,10
5465,63466,100,10
5466,63478,100,10
5467,63496,100,10
5468,63517,100,10
5469,63533,100,10
5470,63540,100,10
5471,63557,100,10
5472,63574,100,10
5473,63586,100,10
5474,63596,100,10
5475,63609,100,10
5476,63623,100,10
5477,63640,100,10
5478,63652,100,10
5479,63667,100,10
5480,63680,100,10
5481,63695,100,10
5482,63708,100,10
5483,63724,100,10
5484,63730,100,10
5485,63753,100,10
5486,63770,100,10
5487,63791,100,10
5488,63809,100,10
5489,63818,100,10
5490,63833,100,10
5491,63853,100,10
5492,63865,100,10
5493,63877,100,10
5494,63892,100,10
5495,63904,100,10
5496,63917,100,10
5497,63929,100,10
5498,63954,100,10
5499,63971,100,10
5500,60786,100,11
5501,60801,100,11
5502,60815,100,11
5503,60829,100,11
5504,60845,100,11
5505,60863,100,11
5506,60876,100,11
5507,60884,100,11
5508,60895,100,11
5509,60912,100,11
5510,60927,100,11
5511,60938,100,11
5512,60959,100,11
5513,60979,100,11
5514,60996,100,11
5515,61010,100,11
5516,61022,101,11
5517,61034,101,11
5518,61048,101,11
5519,61073,101,11
5520,61097,101,11
5521,61104,101,11
5522,61119,101,11
5523,61134,101,11
5524,61150,101,11
5525,61167,102,11
5526,61177,102,11
5527,61196,102,11
5528,61217,102,11
5529,61235,102,11
5530,61247,102,11
5531,61267,102,11
5532,61282,102,11
5533,61298,102,11
5534,61312,102,11
5535,61326,102,11
5536,61344,102,11
5537,61362,102,11
5538,61381,102,11
5539,61391,102,11
5540,61405,102,11
5541,61423,102,11
5542,61438,102,11
5543,61456,102,11
5544,61469,102,11
5545,61486,102,11
5546,61504,102,11
5547,61516,102,11
5548,61530,102,11
5549,61536,102,11
5550,61554,102,11
5551,61563,102,11
5552,61578,102,11
5553,61587,102,11
5554,61609,102,11
5555,61624,102,11
5556,61640,102,11
5557,61652,102,11
5558,61674,102,11
5559,61685,102,11
5560,61699,102,11
5561,61708,102,11
5562,61732,102,11
5563,61749,102,11
5564,61764,102,11
5565,61779,102,11
5566,61799,102,11
5567,61815,102,11
5568,61825,102,11
5569,61838,102,11
5570,61847,102,11
5571,61855,102,11
5572,61871,102,11
5573,61891,102,11
5574,61902,102,11
5575,61920,103,11
5576,61933,103,11
5577,61944,104,11
5578,61952,104,11
5579,61965,104,11
5580,61973,104,11
5581,61990,104,11
5582,61999,104,11
5583,62019,104,11
5584,62030,104,11
5585,62051,104,11
5586,62068,104,11
5587,62080,104,11
5588,62098,104,11
5589,62113,105,11
5590,62128,105,11
5591,62149,105,11
5592,62161,105,11
5593,62175,105,11
5594,62192,105,11
5595,62202,105,11
5596,62218,105,11
5597,62232,105,11
5598,62242,105,11
5599,62260,105,11
5600,62280,105,11
5601,62296,105,11
5602,62308,105,11
5603,62328,105,11
5604,62344,105,11
5605,62360,105,11
5606,62377,105,11
5607,62391,105,11
5608,62413,105,11
5609,62437,105,11
5610,62449,105,11
5611,62464,105,11
5612,62479,105,11
5613,62493,105,11
5614,62512,105,11
5615,62523,105,11
5616,62537,105,11
5617,62554,105,11
5618,62569,105,11
5619,62582,105,11
5620,62595,105,11
5621,62611,105,11
5622,62626,105,11
5623,62639,105,11
5624,62653,105,11
5625,62666,105,11
5626,62680,105,11
5627,62692,105,11
5628,62702,105,11
5629,62714,105,11
5630,62727,105,11
5631,62734,105,11
5632,62743,105,11
5633,62764,105,11
5634,62782,105,11
5635,62795,105,11
5636,62804,105,11
5637,62823,105,11
5638,62834,105,11
5639,62850,105,11
5640,62861,105,11
5641,62871,105,11
5642,62889,105,11
5643,62907,105,11
5644,62918,105,11
5645,62930,105,11
5646,62950,105,11
5647,62965,105,11
5648,62978,105,11
5649,62994,105,11
5650,63003,105,11
5651,63010,105,11
5652,63026,105,11
5653,63038,105,11
5654,63054,105,11
5655,63066,105,11
5656,63077,105,11
5657,63093,105,11
5658,63106,105,11
5659,63128,105,11
5660,63140,105,11
5661,63154,105,11
5662,63176,105,11
5663,63190,105,11
5664,63200,105,11
5665,63208,105,11
5666,63226,105,11
5667,63246,105,11
5668,63265,105,11
5669,63278,105,11
5670,63291,105,11
5671,63308,105,11
5672,63323,105,11
5673,63339,105,11
5674,63345,105,11
5675,63362,105,11
5676,63375,105,11
5677,63394,105,11
5678,63411,105,11
5679,63433,105,11
5680,63450,105,11
5681,63465,105,11
5682,63477,105,11
5683,63499,105,11
5684,63514,105,11
5685,63528,105,11
5686,63542,105,11
5687,63561,105,11
5688,63582,105,11
5689,63593,105,11
5690,63604,105,11
5691,63620,105,11
5692,63635,105,11
5693,63654,105,11
5694,63664,105,11
5695,63679,105,11
5696,63698,105,11
5697,63720,105,11
5698,63731,105,11
5699,63744,105,11
5700,63757,105,11
5701,63766,105,11
5702,63780,105,11
5703,63794,105,11
5704,63811,105,11
5705,63824,105,11
5706,63839,105,11
5707,63855,105,11
5708,63869,105,11
5709,63886,105,11
5710,63907,105,11
5711,63924,105,11
5712,63939,105,11
5713,63953,105,11
5714,63964,105,11
5715,63980,105,11
5716,63991,105,11
5717,64008,105,11
5718,64018,105,11
5719,64036,105,11
5720,64052,106,11
5721,64060,106,11
5722,64069,106,11
5723,64085,106,11
5724,64099,106,11
5725,64113,106,11
5726,64127,106,11
5727,64137,106,11
5728,64149,106,11
5729,64166,106,11
5730,64182,106,11
5731,64200,106,11
5732,64213,106,11
5733,64233,106,11
5734,64244,106,11
5735,64260,106,11
5736,64279,106,11
5737,64292,106,11
5738,64302,106,11
5739,64320,106,11
5740,64331,106,11
5741,64349,106,11
5742,64361,106,11
5743,64383,106,11
5744,64400,106,11
5745,64411,106,11
5746,64431,106,11
5747,64442,106,11
5748,64467,106,11
5749,64485,106,11
5750,64507,106,11
5751,64522,106,11
5752,64536,106,11
5753,64558,106,11
5754,64569,106,11
5755,64588,106,11
5756,64603,106,11
5757,64614,106,11
5758,64626,106,11
5759,64644,106,11
5760,64659,106,11
5761,64675,106,11
5762,64689,106,11
5763,64703,106,11
5764,64717,106,11
5765,64730,106,11
5766,64741,107,11
5767,64749,107,11
5768,64765,107,11
5769,64784,107,11
5770,64803,107,11
5771,64811,107,11
5772,64833,107,11
5773,64851,107,11
5774,64864,107,11
5775,64872,107,11
5776,64880,107,11
5777,64888,107,11
5778,64899,107,11
5779,64907,107,11
5780,64913,107,11
5781,64926,107,11
5782,64944,107,11
5783,64963,107,11
5784,64985,107,11
5785,64998,107,11
5786,65018,107,11
5787,65031,107,11
5788,65042,107,11
5789,65063,107,11
5790,65075,107,11
5791,65087,107,11
5792,65103,107,11
5793,65120,107,11
5794,65134,107,11
5795,65156,107,11
5796,65170,107,11
5797,65189,107,11
5798,65201,107,11
5799,65221,107,11
5800,65233,107,11
5801,65243,107,11
5802,65255,107,11
5803,65273,107,11
5804,65291,107,11
5805,65305,107,11
5806,65320,107,11
5807,65329,107,11
5808,65337,107,11
5809,65350,107,11
5810,65364,107,11
5811,65378,107,11
5812,65402,107,11
5813,65418,107,11
5814,65427,107,11
5815,65443,107,11
5816,65456,107,11
5817,65470,107,11
5818,65478,107,11
5819,65494,107,11
5820,65517,107,11
5821,65528,107,11
5822,65543,107,11
5823,65564,107,11
5824,65575,107,11
5825,65593,107,11
5826,65608,107,11
5827,65621,107,11
5828,65633,107,11
5829,65647,107,11
5830,65664,107,11
5831,65675,107,11
5832,65692,107,11
5833,65707,107,11
5834,65717,107,11
5835,65737,107,11
5836,65744,107,11
5837,65761,107,11
5838,65772,107,11
5839,65795,107,11
5840,65804,107,11
5841,65816,107,11
5842,65831,107,11
5843,65849,107,11
5844,65868,107,11
5845,65888,107,11
5846,65905,107,11
5847,65911,107,11
5848,65923,107,11
5849,65939,107,11
5850,65957,107,11
5851,65968,107,11
5852,65979,108,11
5853,65996,108,11
5854,66012,108,11
5855,66025,108,11
5856,66044,108,11
5857,66052,108,11
5858,66064,108,11
5859,66080,108,11
5860,66095,108,11
5861,66115,108,11
5862,66130,108,11
5863,66151,108,11
5864,66169,108,11
5865,66188,108,11
5866,66203,108,11
5867,66212,108,11
5868,66218,108,11
5869,66226,108,11
5870,66238,108,11
5871,66255,108,11
5872,66261,108,11
5873,66277,108,11
5874,66285,108,11
5875,66295,108,11
5876,66311,108,11
5877,66322,108,11
5878,66338,108,11
5879,66358,108,11
5880,66372,108,11
5881,66389,108,11
5882,66402,108,11
5883,66417,108,11
5884,66429,108,11
5885,66451,108,11
5886,66468,108,11
5887,66479,108,11
5888,66496,108,11
5889,66507,108,11
5890,66519,108,11
5891,66535,108,11
5892,66552,108,11
5893,66569,108,11
5894,66583,108,11
5895,66609,108,11
5896,66635,108,11
5897,66656,108,11
5898,66675,108,11
5899,66688,108,11
5900,66705,108,11
5901,66724,108,11
5902,66744,108,11
5903,66758,108,11
5904,66776,108,11
5905,66797,108,11
5906,66809,108,11
5907,66819,108,11
5908,66833,108,11
5909,66849,108,11
5910,66857,108,11
5911,66874,108,11
5912,66886,108,11
5913,66908,108,11
5914,66928,108,11
5915,66940,108,11
5916,66959,108,11
5917,66977,108,11
5918,66995,108,11
5919,67015,108,11
5920,67029,108,11
5921,67051,108,11
5922,67070,108,11
5923,67086,108,11
5924,67107,108,11
5925,67119,108,11
5926,67126,108,11
5927,67140,108,11
5928,67160,108,11
5929,67175,108,11
5930,67192,108,11
5931,67213,108,11
5932,67222,108,11
5933,67239,108,11
5934,67253,109,11
5935,67262,109,11
5936,67275,109,11
5937,67292,109,11
5938,67307,109,11
5939,67327,109,11
5940,67343,109,11
5941,67367,109,11
5942,67377,109,11
5943,67390,109,11
5944,67408,109,11
5945,67422,109,11
5946,67434,109,11
5947,67450,109,11
5948,67467,109,11
5949,67483,109,11
5950,67497,109,11
5951,67510,109,11
5952,67525,109,11
5953,67550,109,11
5954,67558,109,11
5955,67569,109,11
5956,67591,109,11
5957,67604,109,11
5958,67621,109,11
5959,67642,109,11
5960,67657,109,11
5961,67670,109,11
5962,67692,109,11
5963,67710,109,11
5964,67731,109,11
5965,67747,109,11
5966,67766,109,11
5967,67781,109,11
5968,67790,109,11
5969,67806,109,11
5970,67818,109,11
5971,67836,109,11
5972,67844,109,11
5973,67854,110,11
5974,67865,110,11
5975,67881,110,11
5976,67896,110,11
5977,67913,110,11
5978,67922,110,11
5979,67928,110,11
5980,67938,110,11
5981,67953,110,11
5982,67971,110,11
5983,67987,110,11
5984,68002,110,11
5985,68018,110,11
5986,68029,110,11
5987,68043,110,11
5988,68058,110,11
5989,68070,110,11
5990,68088,110,11
5991,68099,110,11
5992,68113,110,11
5993,68122,110,11
5994,68136,110,11
5995,68157,110,11
5996,68173,110,11
5997,68190,110,11
5998,68202,110,11
5999,68220,110,11
6000,64826,110,12
6001,64844,110,12
6002,64865,110,12
6003,64879,110,12
6004,64889,110,12
6005,64904,110,12
6006,64912,110,12
6007,64922,110,12
6008,64929,110,12
6009,64948,110,12
6010,64970,110,12
6011,64981,110,12
6012,64993,110,12
6013,65012,110,12
6014,65025,110,12
6015,65041,110,12
6016,65056,110,12
6017,65069,110,12
6018,65083,110,12
6019,65095,110,12
6020,65107,110,12
6021,65132,110,12
6022,65147,110,12
6023,65159,110,12
6024,65175,110,12
6025,65184,110,12
6026,65195,110,12
6027,65210,110,12
6028,65224,110,12
6029,65239,110,12
6030,65255,110,12
6031,65268,110,12
6032,65277,110,12
6033,65284,110,12
6034,65293,110,12
6035,65307,110,12
6036,65317,110,12
6037,65331,110,12
6038,65347,110,12
6039,65362,110,12
6040,65376,111,12
6041,65388,111,12
6042,65400,111,12
6043,65412,111,12
6044,65431,111,12
6045,65445,111,12
6046,65454,111,12
6047,65470,111,12
6048,65487,111,12
6049,65500,111,12
6050,65515,111,12
6051,65525,111,12
6052,65545,111,12
6053,65557,111,12
6054,65567,111,12
6055,65582,111,12
6056,65593,111,12
6057,65610,111,12
6058,65630,111,12
6059,65654,111,12
6060,65668,111,12
6061,65685,111,12
6062,65706,111,12
6063,65721,111,12
6064,65737,111,12
6065,65741,111,12
6066,65750,111,12
6067,65769,111,12
6068,65784,111,12
6069,65792,111,12
6070,65806,111,12
6071,65821,111,12
6072,65835,111,12
6073,65846,111,12
6074,65853,111,12
6075,65865,111,12
6076,65883,111,12
6077,65897,111,12
6078,65911,111,12
6079,65924,111,12
6080,65937,111,12
6081,65950,111,12
6082,65958,111,12
6083,65972,111,12
6084,65987,111,12
6085,66007,111,12
6086,66026,111,12
6087,66042,111,12
6088,66050,111,12
6089,66060,111,12
6090,66080,111,12
6091,66097,111,12
6092,66121,111,12
6093,66133,111,12
6094,66148,111,12
6095,66163,111,12
6096,66177,111,12
6097,66189,111,12
6098,66206,111,12
6099,66230,111,12
6100,66245,111,12
6101,66255,111,12
6102,66274,111,12
6103,66284,111,12
6104,66301,111,12
6105,66317,111,12
6106,66335,111,12
6107,66342,111,12
6108,66356,111,12
6109,66367,111,12
6110,66375,111,12
6111,66386,111,12
6112,66402,111,12
6113,66416,111,12
6114,66431,111,12
6115,66441,111,12
6116,66462,112,12
6117,66480,112,12
6118,66506,113,12
6119,66521,113,12
6120,66533,113,12
6121,66547,113,12
6122,66566,113,12
6123,66579,113,12
6124,66595,113,12
6125,66612,113,12
6126,66625,113,12
6127,66636,114,12
6128,66644,114,12
6129,66658,114,12
6130,66673,114,12
6131,66687,114,12
6132,66697,114,12
6133,66710,114,12
6134,66739,114,12
6135,66749,114,12
6136,66760,114,12
6137,66780,114,12
6138,66805,114,12
6139,66818,114,12
6140,66833,114,12
6141,66850,114,12
6142,66861,114,12
6143,66879,114,12
6144,66891,114,12
6145,66903,114,12
6146,66922,114,12
6147,66932,114,12
6148,66947,114,12
6149,66959,114,12
6150,66966,114,12
6151,66984,114,12
6152,67005,114,12
6153,67014,114,12
6154,67035,114,12
6155,67049,114,12
6156,67066,114,12
6157,67078,114,12
6158,67099,114,12
6159,67113,114,12
6160,67122,114,12
6161,67133,114,12
6162,67145,114,12
6163,67162,114,12
6164,67176,114,12
6165,67190,114,12
6166,67204,114,12
6167,67223,115,12
6168,67236,115,12
6169,67249,115,12
6170,67259,115,12
6171,67272,116,12
6172,67286,116,12
6173,67303,116,12
6174,67316,117,12
6175,67334,117,12
6176,67348,117,12
6177,67363,117,12
6178,67377,117,12
6179,67386,117,12
6180,67408,117,12
6181,67423,117,12
6182,67441,117,12
6183,67457,117,12
6184,67474,117,12
6185,67487,117,12
6186,67501,117,12
6187,67513,117,12
6188,67527,117,12
6189,67538,117,12
6190,67550,117,12
6191,67568,117,12
6192,67586,117,12
6193,67590,117,12
6194,67607,117,12
6195,67617,118,12
6196,67638,118,12
6197,67654,118,12
6198,67671,118,12
6199,67688,118,12
6200,67703,118,12
6201,67715,118,12
6202,67727,118,12
6203,67743,118,12
6204,67758,118,12
6205,67773,118,12
6206,67799,118,12
6207,67810,118,12
6208,67828,118,12
6209,67839,118,12
6210,67857,118,12
6211,67871,118,12
6212,67890,118,12
6213,67895,118,12
6214,67917,118,12
6215,67926,118,12
6216,67938,118,12
6217,67950,118,12
6218,67964,118,12
6219,67981,118,12
6220,67997,118,12
6221,68009,118,12
6222,68024,118,12
6223,68039,118,12
6224,68048,118,12
6225,68061,118,12
6226,68081,118,12
6227,68093,119,12
6228,68107,119,12
6229,68124,119,12
6230,68139,119,12
6231,68148,119,12
6232,68163,119,12
6233,68186,119,12
6234,68199,119,12
6235,68207,119,12
6236,68225,119,12
6237,68238,119,12
6238,68248,119,12
6239,68265,120,12
6240,68274,120,12
6241,68291,120,12
6242,68301,120,12
6243,68319,120,12
6244,68333,120,12
6245,68348,120,12
6246,68364,120,12
6247,68375,120,12
6248,68390,120,12
6249,68410,121,12
6250,68422,121,12
6251,68442,121,12
6252,68454,121,12
6253,68467,121,12
6254,68480,121,12
6255,68498,121,12
6256,68516,121,12
6257,68537,121,12
6258,68553,121,12
6259,68574,121,12
6260,68587,121,12
6261,68600,121,12
6262,68613,121,12
6263,68619,121,12
6264,68630,121,12
6265,68647,121,12
6266,68671,121,12
6267,68692,121,12
6268,68710,121,12
6269,68731,121,12
6270,68747,121,12
6271,68760,121,12
6272,68778,121,12
6273,68793,121,12
6274,68810,121,12
6275,68822,121,12
6276,68844,121,12
6277,68850,121,12
6278,68864,121,12
6279,68879,121,12
6280,68893,121,12
6281,68915,121,12
6282,68929,121,12
6283,68947,121,12
6284,68963,121,12
6285,68976,122,12
6286,68993,123,12
6287,69006,123,12
6288,69020,123,12
6289,69042,123,12
6290,69055,123,12
6291,69072,123,12
6292,69082,123,12
6293,69094,123,12
6294,69106,123,12
6295,69115,123,12
6296,69133,123,12
6297,69146,123,12
6298,69159,123,12
6299,69173,123,12
6300,69190,123,12
6301,69199,123,12
6302,69208,123,12
6303,69219,123,12
6304,69238,123,12
6305,69252,123,12
6306,69268,123,12
6307,69284,123,12
6308,69295,123,12
6309,69307,123,12
6310,69323,123,12
6311,69337,123,12
6312,69354,123,12
6313,69373,123,12
6314,69396,123,12
6315,69411,123,12
6316,69428,123,12
6317,69439,123,12
6318,69462,123,12
6319,69476,123,12
6320,69486,123,12
6321,69497,123,12
6322,69515,123,12
6323,69533,123,12
6324,69552,123,12
6325,69564,123,12
6326,69576,123,12
6327,69592,123,12
6328,69606,123,12
6329,69617,123,12
6330,69639,123,12
6331,69657,123,12
6332,69668,123,12
6333,69682,123,12
6334,69691,123,12
6335,69701,123,12
6336,69715,123,12
6337,69733,123,12
6338,69746,123,12
6339,69765,123,12
6340,69786,123,12
6341,69798,123,12
6342,69812,123,12
6343,69828,123,12
6344,69841,123,12
6345,69849,123,12
6346,69859,123,12
6347,69866,123,12
6348,69877,123,12
6349,69891,123,12
6350,69905,123,12
6351,69922,123,12
6352,69933,123,12
6353,69955,124,12
6354,69976,124,12
6355,69991,124,12
6356,70009,124,12
6357,70032,124,12
6358,70050,124,12
6359,70064,124,12
6360,70073,124,12
6361,70085,124,12
6362,70101,124,12
6363,70119,124,12
6364,70130,124,12
6365,70139,124,12
6366,70150,124,12
6367,70166,124,12
6368,70177,124,12
6369,70192,124,12
6370,70202,124,12
6371,70220,124,12
6372,70240,125,12
6373,70249,125,12
6374,70258,125,12
6375,70272,125,12
6376,70281,125,12
6377,70293,125,12
6378,70313,125,12
6379,70336,125,12
6380,70350,125,12
6381,70366,125,12
6382,70382,125,12
6383,70397,125,12
6384,70408,125,12
6385,70416,125,12
6386,70425,125,12
6387,70439,125,12
6388,70458,125,12
6389,70479,125,12
6390,70500,125,12
6391,70518,125,12
6392,70532,125,12
6393,70551,125,12
6394,70563,125,12
6395,70577,125,12
6396,70586,125,12
6397,70606,125,12
6398,70622,125,12
6399,70633,125,12
6400,70649,125,12
6401,70663,125,12
6402,70673,125,12
6403,70685,125,12
6404,70700,125,12
6405,70723,126,12
6406,70737,126,12
6407,70749,126,12
6408,70767,126,12
6409,70782,126,12
6410,70799,126,12
6411,70815,126,12
6412,70829,126,12
6413,70844,126,12
6414,70857,126,12
6415,70868,126,12
6416,70886,126,12
6417,70899,126,12
6418,70922,126,12
6419,70933,126,12
6420,70954,126,12
6421,70975,126,12
6422,70992,126,12
6423,71013,126,12
6424,71029,126,12
6425,71041,126,12
6426,71053,126,12
6427,71068,126,12
6428,71082,126,12
6429,71101,126,12
6430,71115,126,12
6431,71133,126,12
6432,71145,126,12
6433,71158,126,12
6434,71171,126,12
6435,71184,126,12
6436,71199,126,12
6437,71212,126,12
6438,71231,126,12
6439,71250,126,12
6440,71275,126,12
6441,71290,126,12
6442,71304,126,12
6443,71327,126,12
6444,71343,126,12
6445,71358,126,12
6446,71365,126,12
6447,71386,126,12
6448,71396,127,12
6449,71419,127,12
6450,71434,127,12
6451,71456,127,12
6452,71476,127,12
6453,71488,127,12
6454,71513,127,12
6455,71531,127,12
6456,71545,127,12
6457,71560,127,12
6458,71572,127,12
6459,71585,127,12
6460,71595,127,12
6461,71616,127,12
6462,71625,127,12
6463,71644,127,12
6464,71662,127,12
6465,71679,127,12
6466,71698,127,12
6467,71713,127,12
6468,71727,127,12
6469,71744,127,12
6470,71761,127,12
6471,71782,127,12
6472,71797,127,12
6473,71811,127,12
6474,71824,127,12
6475,71840,127,12
6476,71849,127,12
6477,71862,127,12
6478,71879,127,12
6479,71892,128,12
6480,71906,128,12
6481,71915,128,12
6482,71927,128,12
6483,71937,128,12
6484,71949,128,12
6485,71961,128,12
6486,71975,128,12
6487,71991,128,12
6488,72003,128,12
6489,72018,128,12
6490,72035,128,12
6491,72053,128,12
6492,72068,128,12
6493,72085,128,12
6494,72093,128,12
6495,72105,128,12
6496,72118,128,12
6497,72132,128,12
6498,72150,128,12
6499,72162,128,12
6500,68568,128,13
6501,68582,128,13
6502,68596,128,13
6503,68607,128,13
6504,68621,128,13
6505,68634,128,13
6506,68647,128,13
6507,68664,128,13
6508,68685,128,13
6509,68705,128,13
6510,68722,128,13
6511,68736,128,13
6512,68753,129,13
6513,68764,129,13
6514,68776,129,13
6515,68793,130,13
6516,68805,130,13
6517,68825,130,13
6518,68845,130,13
6519,68866,130,13
6520,68879,130,13
6521,68896,130,13
6522,68910,130,13
6523,68921,130,13
6524,68929,130,13
6525,68947,130,13
6526,68959,130,13
6527,68978,130,13
6528,68989,130,13
6529,69013,130,13
6530,69031,130,13
6531,69043,130,13
6532,69061,130,13
6533,69070,130,13
6534,69087,130,13
6535,69100,130,13
6536,69113,130,13
6537,69131,130,13
6538,69147,130,13
6539,69163,130,13
6540,69180,130,13
6541,69188,130,13
6542,69203,130,13
6543,69213,130,13
6544,69228,130,13
6545,69243,130,13
6546,69266,130,13
6547,69279,130,13
6548,69303,130,13
6549,69320,130,13
6550,69340,130,13
6551,69351,130,13
6552,69363,130,13
6553,69379,130,13
6554,69401,130,13
6555,69429,130,13
6556,69447,130,13
6557,69466,130,13
6558,69487,130,13
6559,69501,130,13
6560,69516,130,13
6561,69538,130,13
6562,69559,130,13
6563,69574,130,13
6564,69596,130,13
6565,69610,130,13
6566,69624,130,13
6567,69638,130,13
6568,69658,130,13
6569,69671,130,13
6570,69680,130,13
6571,69690,130,13
6572,69702,130,13
6573,69718,130,13
6574,69730,130,13
6575,69745,130,13
