tick,x
0,-0.06066468586362612
1,-0.14976699574695393
2,-0.24414150082043423
3,-0.23290627345532827
4,-0.3222039687546078
5,-0.11819584316032505
6,-0.2081504871504845
7,-0.1887349272609618
8,-0.24705595442730716
9,-0.2591681702693854
10,-0.19731926496171517
11,-0.28603811693941217
12,-0.36070327500222443
13,-0.35353629162068684
14,-0.31974661590389286
15,-0.1895449151091083
16,-0.22781611717231626
17,-0.2816477090377117
18,-0.2218896318969945
19,-0.25387369875855736
20,-0.2236671391997786
21,-0.11548075514840694
22,-0.20400248983636576
23,-0.17694918952741262
24,-0.264615354998319
25,-0.0618252015157012
26,-0.13846647722378386
27,-0.12122764430808554
28,-0.03002290752791599
29,-0.0012175741385890976
30,-0.0952983170432445
31,-0.18965312485657784
32,-0.20740454082426288
33,-0.18245166975179175
34,-0.17179683348716662
35,-0.2252062769870579
36,-0.20217154981952662
37,-0.24786967375821878
38,-0.21815122287255315
39,-0.21419588837703818
40,-0.06770039561776947
41,-0.047664616381046174
42,-0.08148915115219663
43,0.0591453270862721
44,0.08581766671572474
45,0.017707574282941854
46,0.04035129471537443
47,0.03108945109981974
48,0.02923186357905133
49,0.13163743116954835
50,0.24728293688429404
51,0.28026769262241386
52,0.2758150012804413
53,0.18811429857148654
54,0.10777574860218775
55,0.027513190716744115
56,-0.02923324618652427
57,0.02981209261418162
58,0.050311532367564485
59,-0.015081307270750778
60,-0.07635149351540392
61,-0.1710444308619441
62,-0.25951059169209306
63,-0.22895164799129966
64,-0.08968557421526124
65,0.07360636570730728
66,0.08510465818394845
67,-0.0033461785331508065
68,0.022973341413053117
69,-0.07134082420129671
70,0.14789713502915364
71,0.05554078760574424
72,0.280731601972599
73,0.26037121737220575
74,0.2010509423212048
75,0.2299974617478222
76,0.23636269417261233
77,0.15701416176618702
78,0.14196524048621378
79,0.11191619023644793
80,0.18019121016478984
81,0.1138826310008292
82,0.143815903596057
83,0.06294581690125907
84,0.3150240517959587
85,0.4090549602876831
86,0.5329935609441825
87,0.5727764489295886
88,0.7214374881783288
89,0.8092338034127047
90,0.770023678931204
91,0.9921680636367127
92,1.0106035500374053
93,1.0468874246552584
94,1.298673125415586
95,1.3746110462085903
96,1.2577547934772906
97,1.3545796549006444
98,1.3546116568399433
99,1.2546018003870656
100,1.2636831611753243
101,1.2481582564307891
102,1.1521320511682662
103,1.1018465441180396
104,1.0106048393607376
105,0.9295886792224722
106,0.9659778454556718
107,1.0018834197195259
108,1.0058659276734827
109,1.0295767043590622
110,0.9574107972243076
111,0.8745922897053287
112,0.8660573706293271
113,1.1186761430339938
114,1.1487974852572465
115,1.1609342562596638
116,1.186632156069106
117,1.1562419172696183
118,1.1366981838283472
119,1.067814755714881
120,1.1003569307597891
121,1.0584039947094042
122,1.091077170334201
123,1.0039525661478483
124,1.0147729373605452
125,0.9852257618662966
126,1.0016430298914651
127,1.0180073250485562
128,0.9559726178187828
129,0.9719616930615746
130,0.9858048791149912
131,0.899562385264338
132,0.8161376374812169
133,1.0258483858434595
134,1.034618552613438
135,1.0552034384190125
136,1.0816715099894783
137,1.111687631112766
138,1.0664893390184838
139,0.9881200417473827
140,0.9430718973087735
141,0.8783100247371993
142,1.0023700880196598
143,0.9862931658164023
144,0.9395843372769573
145,0.875771389397132
146,0.8463764059740656
147,0.875046147628793
148,0.7956044288283562
149,0.8204099844562958
150,0.7798545416658256
151,0.7892008296573138
152,0.833046743664253
153,0.9502778419919578
154,0.9723395895464217
155,1.131172710154888
156,1.093573397671677
157,1.2064657756812238
158,1.462754746219212
159,1.3408803738099606
160,1.2890413522108377
161,1.202681671386009
